Seed 1: 
(cos (0.19330)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(*(+(sin (sin (sin (x1))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.55629)))(0.25614))(x1))(x1))(-(+(+(0.67717)(/(sqrt (x1))(x1)))(x1))(x1)))) | Numero de nos: 30 | Erro = 130586673152.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.55629)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.99982)))(0.25614))(x1))(x1))(/(sin (sin (sqrt (cos (+(0.15064)(0.80431))))))(x1)))) | Numero de nos: 30 | Erro = 13377956864.0000000000000000000000000  
(*(+(sin (sin (0.22892)))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(0.72173))(x1))(0.99982))(x1)))) | Numero de nos: 28 | Erro = 35542609920.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (x1)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 241169039360.0000000000000000000000000  
(*(+(sin (sin (-(x1)(0.72851))))(-(x1)(x1)))(-(*(*(-(+(x1)(cos (0.67717)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 435186990841856.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(*(cos (sqrt (cos (0.62908))))(sin (x1)))(0.99982)))) | Numero de nos: 30 | Erro = 70098528.0000000000000000000000000  
(*(+(sin (sin (sin (x1))))(sqrt (+(x1)(x1))))(-(*(*(-(+(x1)(cos (0.25614)))(0.11603))(0.25614))(x1))(-(-(-(*(0.50578)(x1))(x1))(0.25614))(0.99982)))) | Numero de nos: 30 | Erro = 433578995351552.0000000000000000000000000  
(*(+(sin (x1))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.72173))(x1))(x1))(-(-(-(*(*(0.93939)(sin (x1)))(0.35957))(x1))(0.99982))(0.72173)))) | Numero de nos: 30 | Erro = 368926523392.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(0.34468))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.17783)))) | Numero de nos: 30 | Erro = 434102176055296.0000000000000000000000000  
(*(+(sin (sin (sin (x1))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.11603)))(0.25614))(x1))(x1))(-(-(cos (+(cos (cos (0.99982)))(0.24134)))(x1))(0.21882)))) | Numero de nos: 30 | Erro = 101952077824.0000000000000000000000000  
(*(sin (+(0.56227)(-(x1)(0.72173))))(-(*(0.53963)(x1))(-(-(-(*(0.25614)(x1))(x1))(x1))(0.99982)))) | Numero de nos: 20 | Erro = 434178915041280.0000000000000000000000000  
(*(sin (/(-(+(0.13544)(x1))(0.01178))(0.06174)))(-(*(*(-(+(x1)(cos (0.11603)))(0.99982))(x1))(x1))(cos (0.34178)))) | Numero de nos: 22 | Erro = 435487135236096.0000000000000000000000000  
(*(+(sin (sin (x1)))(-(0.99982)(0.11603)))(-(*(*(-(+(x1)(cos (0.11603)))(0.25614))(x1))(x1))(-(-(cos (+(cos (cos (0.17783)))(0.24134)))(x1))(0.99982)))) | Numero de nos: 29 | Erro = 437628478423040.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(0.60991))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 7934498.0000000000000000000000000  
(*(+(sin (sin (-(x1)(0.72851))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (x1)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 487568343040.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.25614)))))(-(x1)(0.06510)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(0.72173))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(x1)))) | Numero de nos: 30 | Erro = 434036677804032.0000000000000000000000000  
(*(+(sin (sin (-(x1)(0.72851))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.11603))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 131841490944.0000000000000000000000000  
(*(+(x1)(-(x1)(0.72173)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(sin (sqrt (-(x1)(x1))))(0.99570))(x1))(x1))(x1)))) | Numero de nos: 30 | Erro = 438416839802880.0000000000000000000000000  
(*(+(sin (sin (-(x1)(0.72851))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(x1))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 434841313083392.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(0.25614)(cos (0.99982)))(0.25614))(x1))(x1))(/(sin (sin (sqrt (cos (+(0.15064)(0.80431))))))(x1)))) | Numero de nos: 30 | Erro = 434723335700480.0000000000000000000000000  
(*(+(sin (sqrt (0.67717)))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.40434)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 28 | Erro = 2831102208.0000000000000000000000000  
(*(+(sin (sin (sin (sin (sin (sqrt (0.67717)))))))(-(x1)(0.11603)))(-(*(*(+(x1)(cos (0.72173)))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(x1))(0.99982)))) | Numero de nos: 30 | Erro = 7602743808.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(x1)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 434817623654400.0000000000000000000000000  
(*(+(sin (sin (+(0.78112)(x1))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(0.11603))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 433958999293952.0000000000000000000000000  
(*(+(-(*(0.25614)(x1))(x1))(-(x1)(0.11603)))(-(*(*(sin (/(-(0.34458)(x1))(0.16019)))(x1))(x1))(-(sin (sqrt (*(+(0.95038)(x1))(0.87310))))(x1)))) | Numero de nos: 30 | Erro = 436540945727488.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(*(sin (sqrt (sin (sqrt (0.83752)))))(0.26283))(0.99982)))) | Numero de nos: 30 | Erro = 70327144.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 61947.2812500000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.21247)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(sin (sin (x1)))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 2112598528.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(sin (sin (0.99982))))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 435815633125376.0000000000000000000000000  
(*(+(-(x1)(0.11603))(-(x1)(0.11603)))(-(*(*(-(+(+(0.73864)(x1))(cos (x1)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(0.25614))(0.99982))(x1)))) | Numero de nos: 30 | Erro = 433097959014400.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 61947.2812500000000000000000000  
(*(+(sin (sin (0.99982)))(-(x1)(0.11603)))(-(*(*(-(+(+(0.73864)(x1))(cos (x1)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(0.72173))(0.99982))(x1)))) | Numero de nos: 30 | Erro = 111437791232.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(x1)(x1)))) | Numero de nos: 24 | Erro = 70538624.0000000000000000000000000  
(*(+(0.73455)(-(x1)(0.11603)))(-(*(*(-(-(+(x1)(cos (0.72173)))(0.25614))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(0.15958))(x1))(0.99982))(0.99982)))) | Numero de nos: 28 | Erro = 4536896000.0000000000000000000000000  
(*(+(cos (*(x1)(x1)))(x1))(-(*(*(-(x1)(0.25614))(x1))(x1))(-(-(-(sin (sin (sin (x1))))(x1))(x1))(sqrt (cos (x1)))))) | Numero de nos: 27 | Erro = 394578165760.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(*(x1)(0.97970)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(0.11603))(x1))(x1))(0.99982)))) | Numero de nos: 30 | Erro = 173660454912.0000000000000000000000000  
(*(+(sin (x1))(-(x1)(0.11603)))(-(*(*(-(+(+(0.73864)(x1))(cos (x1)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(x1))(x1)))) | Numero de nos: 29 | Erro = 319152979968.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.33628)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 10876511232.0000000000000000000000000  
(*(+(sin (sin (sin (x1))))(sqrt (+(x1)(x1))))(-(*(*(-(+(x1)(+(x1)(cos (0.72173))))(0.11603))(x1))(x1))(-(-(-(x1)(0.06510))(0.25614))(0.99982)))) | Numero de nos: 30 | Erro = 322095972089856.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(cos (0.72173))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 28 | Erro = 434340110532608.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(0.19111)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.25614))(0.99982)))) | Numero de nos: 30 | Erro = 434906979106816.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(sqrt (x1))(/(/(x1)(0.35810))(x1)))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 429273089310720.0000000000000000000000000  
(*(+(sin (sin (sin (x1))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.55629)))(0.25614))(x1))(0.30070))(-(+(+(x1)(/(sqrt (x1))(x1)))(x1))(x1)))) | Numero de nos: 30 | Erro = 434913220231168.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.25614)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(0.55629))(x1))(-(-(-(*(0.25614)(x1))(0.99982))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 434768701292544.0000000000000000000000000  
(*(+(-(/(0.27122)(0.77068))(x1))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 434400172965888.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(sin (/(0.20856)(cos (x1))))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 70190520.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.21247)))(-(*(*(-(+(x1)(cos (x1)))(0.25614))(x1))(x1))(-(-(-(sin (sin (x1)))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 276264943616.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(0.72173))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 7937137.0000000000000000000000000  
(*(+(sin (sin (-(x1)(0.72851))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(0.48555))(0.99982))(0.72173)))) | Numero de nos: 30 | Erro = 165114789888.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(x1)))(-(*(*(+(x1)(cos (0.99982)))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(x1))(0.99982)))) | Numero de nos: 28 | Erro = 434805376286720.0000000000000000000000000  
(*(+(sin (sin (sin (cos (+(0.84689)(x1))))))(-(x1)(0.11603)))(-(*(*(+(x1)(cos (0.72173)))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(x1))(0.99982)))) | Numero de nos: 30 | Erro = 93812547584.0000000000000000000000000  
(*(+(sin (sin (/(x1)(x1))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(sqrt (0.67717)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(x1))(0.99982)))) | Numero de nos: 30 | Erro = 8688472064.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(x1))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(0.99982))(0.99982))(0.99982)))) | Numero de nos: 29 | Erro = 434849231929344.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(x1))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 29 | Erro = 435296344735744.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 61947.2812500000000000000000000  
(*(+(sin (sin (0.99982)))(-(x1)(0.72173)))(-(*(*(-(+(+(0.73864)(x1))(cos (x1)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(x1)))) | Numero de nos: 30 | Erro = 167573323776.0000000000000000000000000  
(*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(/(sqrt (-(x1)(0.33100)))(0.70821))(x1))(x1))(-(-(-(*(0.40434)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 370904752193536.0000000000000000000000000  
(*(+(sin (sin (0.99982)))(-(x1)(0.11603)))(-(*(*(-(+(+(0.73864)(x1))(0.08267))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(0.72173))(0.99982))(x1)))) | Numero de nos: 29 | Erro = 8520849408.0000000000000000000000000  
(*(+(sqrt (sqrt (/(*(0.25614)(x1))(x1))))(-(x1)(0.11603)))(-(*(*(-(-(0.99982)(0.11603))(0.25614))(x1))(x1))(-(+(-(x1)(0.46144))(cos (x1)))(0.66683)))) | Numero de nos: 30 | Erro = 435244536692736.0000000000000000000000000  
(*(+(0.73455)(-(x1)(0.11603)))(-(*(*(-(-(+(x1)(cos (0.72173)))(0.25614))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(0.15958))(x1))(0.99982))(x1)))) | Numero de nos: 28 | Erro = 4801487360.0000000000000000000000000  
(*(+(sin (sin (sin (0.25614))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (x1)))(0.25614))(x1))(x1))(-(+(+(0.55629)(/(sqrt (x1))(x1)))(x1))(x1)))) | Numero de nos: 30 | Erro = 400650797056.0000000000000000000000000  
(*(+(sin (sin (sin (x1))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.11603)))(x1))(x1))(x1))(-(-(cos (+(cos (cos (0.17783)))(0.24134)))(x1))(0.99982)))) | Numero de nos: 30 | Erro = 435102936989696.0000000000000000000000000  

MELHOR: (*(+(sin (sin (sin (sqrt (0.67717)))))(-(x1)(0.11603)))(-(*(*(-(+(x1)(cos (0.72173)))(0.25614))(x1))(x1))(-(-(-(*(0.25614)(x1))(x1))(0.99982))(0.99982)))) | Numero de nos: 30 | Erro = 61947.2812500000000000000000000  

Seed 2: 
(+(*(sqrt (*(+(/(-(x1)(sin (-(sin (-(x1)(/(cos (+(cos (-(x1)(0.33689)))(x1)))(0.21873))))(+(x1)(0.22925)))))(0.87594))(x1))(x1)))(x1))(0.85067)) | Numero de nos: 30 | Erro = 434207234981888.0000000000000000000000000  
(*(x1)(sin (cos (*(0.52122)(sin (0.32649)))))) | Numero de nos: 8 | Erro = 434176935329792.0000000000000000000000000  
(+(+(x1)(0.42936))(sqrt (sin (sqrt (*(sqrt (sqrt (-(x1)(-(cos (x1))(0.00497)))))(sin (0.04971))))))) | Numero de nos: 18 | Erro = 434176734003200.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(/(*(x1)(sin (sqrt (0.66713))))(sin (+(0.50063)(sin (+(-(0.75802)(+(x1)(x1)))(sqrt (-(/(+(cos (sqrt (+(*(x1)(0.90912))(x1))))(x1))(0.09861))(0.39528)))))))) | Numero de nos: 30 | Erro = 434191531507712.0000000000000000000000000  
(-(*(0.35179)(x1))(*(-(x1)(0.35829))(/(/(+(sin (cos (0.31327)))(sin (*(/(-(-(0.19895)(-(*(x1)(x1))(x1)))(0.56319))(0.06400))(0.75924))))(0.53948))(x1)))) | Numero de nos: 30 | Erro = 434177002438656.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(cos (cos (/(sin (-(0.41508)(/(-(x1)(+(sqrt (sqrt (cos (*(*(x1)(sqrt (x1)))(cos (sin (*(*(sin (x1))(x1))(0.84765))))))))(0.22721)))(x1))))(sqrt (x1))))) | Numero de nos: 30 | Erro = 434176499122176.0000000000000000000000000  
(sin (0.10651)) | Numero de nos: 2 | Erro = 434176633339904.0000000000000000000000000  
(/(x1)(x1)) | Numero de nos: 3 | Erro = 434176364904448.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(+(sin (sqrt (+(cos (/(/(/(/(sin (cos (/(0.93658)(*(0.49229)(+(0.01477)(sin (*(sin (sin (sqrt (x1))))(x1))))))))(0.76763))(x1))(x1))(0.71917)))(0.29685))))(x1)) | Numero de nos: 30 | Erro = 434176734003200.0000000000000000000000000  
(sin (-(sqrt (+(x1)(sqrt (+(cos (*(/(+(+(sin (sqrt (/(-(0.92065)(/(+(0.95544)(cos (x1)))(0.41362)))(0.64327))))(0.95398))(x1))(x1))(0.20957)))(0.20579)))))(x1))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(-(*(sqrt (x1))(sqrt (+(sqrt (cos (cos (*(sin (x1))(*(0.85430)(-(/(0.73711)(0.16254))(-(*(0.08368)(0.61891))(/(sqrt (sin (0.91079)))(0.95837)))))))))(0.34605))))(0.26804)) | Numero de nos: 29 | Erro = 434175593152512.0000000000000000000000000  
(/(0.46528)(x1)) | Numero de nos: 3 | Erro = 434176633339904.0000000000000000000000000  
(0.41044) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(+(sqrt (cos (cos (+(-(0.89874)(sin (+(-(/(cos (0.16749))(+(/(cos (x1))(sin (cos (*(/(x1)(0.34400))(sin (0.35499))))))(x1)))(0.03592))(x1))))(0.00824)))))(0.88467)) | Numero de nos: 30 | Erro = 434176163577856.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(/(sin (0.05924))(sqrt (+(+(sqrt (cos (0.54302)))(0.92184))(+(+(/(x1)(+(0.54906)(cos (*(+(-(sqrt (0.86291))(sqrt (-(0.94171)(x1))))(0.70980))(0.68212)))))(x1))(x1))))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(-(0.78799)(x1)) | Numero de nos: 3 | Erro = 434175962251264.0000000000000000000000000  
(/(/(sin (+(sin (sin (0.58580)))(/(-(-(+(x1)(0.32667))(+(sin (/(/(-(*(x1)(x1))(0.33637))(sin (0.47587)))(x1)))(0.67788)))(x1))(0.06113))))(0.74438))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(sin (*(sqrt (/(sqrt (cos (0.89285)))(+(x1)(x1))))(x1))) | Numero de nos: 11 | Erro = 434176700448768.0000000000000000000000000  
(-(-(x1)(+(x1)(/(sin (*(x1)(0.59462)))(+(sqrt (/(/(-(sin (x1))(-(-(sqrt (x1))(/(x1)(x1)))(0.27589)))(0.35575))(0.95108)))(cos (x1))))))(x1)) | Numero de nos: 30 | Erro = 434182673137664.0000000000000000000000000  
(sqrt (sqrt (cos (x1)))) | Numero de nos: 4 | Erro = 434176432013312.0000000000000000000000000  
(0.46550) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(cos (0.32490)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(+(sin (sqrt (/(-(*(-(sqrt (cos (sqrt (-(0.84274)(x1)))))(*(*(+(+(*(0.24097)(*(x1)(0.70196)))(0.95068))(0.27924))(x1))(x1)))(0.80550))(0.02625))(x1))))(0.28211)) | Numero de nos: 30 | Erro = 434176331350016.0000000000000000000000000  
(sin (sqrt (/(sqrt (/(x1)(/(x1)(x1))))(/(*(+(-(+(-(+(*(cos (cos (*(0.65551)(0.03073))))(x1))(0.74044))(x1))(x1))(0.14591))(x1))(x1))(x1))))) | Numero de nos: 30 | Erro = 434176465567744.0000000000000000000000000  
(*(0.32441)(sqrt (+(sqrt (/(+(/(x1)(0.48112))(sqrt (cos (sqrt (0.35240)))))(cos (-(x1)(+(cos (0.21595))(cos (cos (/(cos (sqrt (cos (x1))))(0.86672)))))))))(sqrt (0.30509))))) | Numero de nos: 30 | Erro = 434176432013312.0000000000000000000000000  
(0.80612) | Numero de nos: 1 | Erro = 434176398458880.0000000000000000000000000  
(sin (0.72073)) | Numero de nos: 2 | Erro = 434176499122176.0000000000000000000000000  
(sqrt (/(cos (cos (/(sqrt (*(x1)(/(x1)(cos (+(sqrt (+(*(x1)(+(cos (/(cos (*(sin (0.38725))(x1)))(0.28257)))(0.42677)))(0.73244)))(x1))))))(0.52293))))(0.53517))) | Numero de nos: 30 | Erro = 434176297795584.0000000000000000000000000  
(*(0.10334)(-(x1)(+(-(x1)(sqrt (cos (*(+(0.79928)(*(/(/(x1)(+(-(+(*(x1)(x1))(x1))(x1))(sqrt (0.61434))))(0.85644))(0.43254)))(x1)))))(0.25666)))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(cos (sin (+(x1)(x1)))) | Numero de nos: 5 | Erro = 434176432013312.0000000000000000000000000  
(+(/(/(-(/(0.06693)(*(*(/(cos (-(/(x1)(/(cos (sqrt (sin (/(0.15250)(0.95563)))))(sqrt (0.72634))))(x1)))(0.91784))(x1))(0.42415)))(x1))(x1))(0.80047))(0.00348)) | Numero de nos: 30 | Erro = 434176868220928.0000000000000000000000000  
(cos (-(x1)(0.67269))) | Numero de nos: 4 | Erro = 434176599785472.0000000000000000000000000  
(+(sqrt (-(-(0.35444)(-(cos (cos (0.96502)))(*(+(/(sin (sqrt (-(sqrt (/(-(-(0.97790)(x1))(cos (0.16703)))(x1)))(0.40797))))(x1))(0.72683))(0.99734))))(x1)))(0.86755)) | Numero de nos: 30 | Erro = 434175458934784.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(/(sin (x1))(-(x1)(/(-(/(cos (sin (cos (sin (x1)))))(sqrt (x1)))(sqrt (cos (-(sin (+(sqrt (sin (+(/(0.09387)(x1))(0.81280))))(0.88382)))(0.06659)))))(0.50148)))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(0.05176) | Numero de nos: 1 | Erro = 434176633339904.0000000000000000000000000  
(0.78094) | Numero de nos: 1 | Erro = 434176398458880.0000000000000000000000000  
(cos (/(0.89456)(x1))) | Numero de nos: 4 | Erro = 434176364904448.0000000000000000000000000  
(cos (cos (sin (sqrt (x1))))) | Numero de nos: 5 | Erro = 434176465567744.0000000000000000000000000  
(+(sin (sqrt (sin (0.89441))))(x1)) | Numero de nos: 6 | Erro = 434176767557632.0000000000000000000000000  
(*(*(0.07602)(*(/(0.05176)(/(sqrt (sin (+(+(-(-(sin (x1))(-(sin (0.50508))(x1)))(x1))(sin (cos (-(0.70525)(x1)))))(x1))))(x1)))(0.37629)))(0.59523)) | Numero de nos: 29 | Erro = 434176633339904.0000000000000000000000000  
(0.88815) | Numero de nos: 1 | Erro = 434176364904448.0000000000000000000000000  
(sqrt (*(cos (sin (-(sqrt (+(+(x1)(x1))(sqrt (/(/(/(/(sqrt (*(/(sin (sin (x1)))(0.59536))(0.40892)))(sin (x1)))(x1))(0.32389))(0.43672)))))(x1))))(x1))) | Numero de nos: 30 | Erro = 434175828033536.0000000000000000000000000  
(-(/(*(-(*(x1)(+(*(+(*(-(*(/(-(/(cos (x1))(0.40953))(x1))(x1))(0.39683))(0.66964))(0.81487))(x1))(x1))(x1)))(0.80349))(x1))(x1))(0.65593)) | Numero de nos: 30 | Erro = 435458144206848.0000000000000000000000000  
(*(/(+(x1)(x1))(cos (0.59288)))(*(+(0.95825)(0.11942))(*(0.47557)(x1)))) | Numero de nos: 14 | Erro = 433624629379072.0000000000000000000000000  
(sin (cos (*(x1)(0.51537)))) | Numero de nos: 5 | Erro = 434176499122176.0000000000000000000000000  
(cos (sin (*(0.51665)(x1)))) | Numero de nos: 5 | Erro = 434176398458880.0000000000000000000000000  
(cos (cos (sin (0.75820)))) | Numero de nos: 4 | Erro = 434176499122176.0000000000000000000000000  
(*(-(*(0.95370)(x1))(sqrt (x1)))(+(cos (0.18155))(sqrt (x1)))) | Numero de nos: 12 | Erro = 434157003997184.0000000000000000000000000  
